player_id,year_num,war
caprani01,7,-0.4
washicl01,15,3.2
lunahe01,7,-0.5
bayja01,7,5.2
snydech02,7,0.1
thornan01,10,2.9
blumge01,11,-0.4
bilarda01,8,-0.2
pacioto01,7,-0.9
rodriiv01,11,5
jacobbr01,8,0.5
hernake01,15,2.2
guzmacr01,10,4.6
ruizca01,8,1.7
valenel01,9,0.6
crawfca02,9,7
walkech01,12,-0.4
vazqura01,8,1.5
napolmi01,7,1.8
counscr01,15,2.5
hairsje02,11,2
baylodo01,11,-1.5
duncama01,9,0.1
readyra01,10,0.1
damonjo01,12,3.4
mcgrifr01,13,2.9
mossbr01,11,-1
longoev01,7,3.3
youngch04,11,0.9
vizquom01,11,6
cansejo01,7,5.3
markani01,11,1.7
mccanbr01,13,1.2
byrdma01,11,-0.4
gallemi01,9,4.5
longoev01,8,3.2
gwynnto02,7,-0.2
younger01,14,-0.2
beltrca01,11,6.9
vinafe01,8,3.2
mcgrifr01,12,0.2
tuckemi01,10,0
coghlch01,7,1.9
griffke02,15,1.2
riosal01,10,2.2
ellisma01,11,2.6
snydeco02,7,1.2
lezcasi01,12,0.5
gimench01,8,-0.6
milleri01,14,-0.3
lowelmi01,12,0
thompja01,9,1
kinslia01,11,6.1
lemonch01,7,4
parrila02,7,4.7
byrdma01,12,5
pridija01,7,0.1
esaskni01,8,-0.6
ellisma01,12,3
boggswa01,7,8.3
colesda01,13,-0.4
batisto01,11,-0.6
glaustr01,10,3.3
riosal01,9,4.8
stillku01,11,0.1
beltrad01,13,7.8
dilonmi01,11,1.8
pridija01,8,-0.2
hillgl01,12,1
manwaki01,9,0.5
valenjo03,15,3.6
castrju01,13,-1
boonebo01,16,1.1
ordonre01,8,0.7
barfije01,9,4.4
mcbriba01,10,0.6
torreyo01,7,0.9
mccraqu01,12,-0.1
shiplcr01,7,-0.2
polonlu01,10,-1.6
gibboja01,7,-1.1
sciosmi01,11,2.7
pierzaj01,14,0.5
millake01,7,2.8
nadyxa01,7,0.4
cabelen01,12,3.2
penabr01,11,0.4
pettiga01,8,2.4
cummimi01,12,0.1
gonzaal01,13,-0.5
webstmi01,13,-0.3
ruizca01,7,4.5
fullmbr01,7,1.3
roystje01,14,1
lobatjo01,8,0.3
lathach01,7,0.1
foleyto02,12,1.1
guerrpe01,12,1.9
evansdw01,12,1.2
yeagest01,14,0.1
burrepa01,8,1.5
napolmi01,8,4
sotoge01,9,1.5
kotchca01,7,-0.8
branyru01,10,0.3
rolliji01,12,2.6
floydcl01,7,1.4
penabr01,10,-0.5
balbost01,10,-0.5
hunteto01,11,3.9
liebemi01,13,1
roberda06,9,0.1
drewst01,12,-0.1
mosesjo01,9,-1
easlemi01,10,1.2
rebouje01,12,1.1
gutiefr01,12,0.3
gonzajo02,7,-0.7
grissma02,14,2.2
mearepa01,8,0.3
snowjt01,11,-0.4
zaungr01,16,0.5
burksel01,16,3.9
matthga01,13,3.2
mauerjo01,7,5.9
mumphje01,11,2.7
hyzduad01,7,-0.1
puntoni01,12,0.8
pradoma01,7,5.5
mantoje01,10,0.2
kommibr01,8,0.7
ceronri01,8,-1.2
richage01,7,1.2
smithse01,10,0.5
madlobi01,13,2.4
delluda01,10,0.8
kentje01,15,0.7
baylodo01,14,3.5
braunst01,11,0.3
bautijo02,9,3.5
uptonbj01,8,3
baineha01,11,1.4
webstle01,8,0.4
willijo03,8,2.4
washicl01,12,0.5
bosleth01,11,-0.2
pacioto01,9,0.6
fergujo01,12,0.2
chavera01,13,0.5
kingje01,9,3.7
pruitro01,8,0.1
konerpa01,9,4
gilbe01,10,0.9
karkoro01,7,2.1
youngmi01,8,-0.5
hernake01,12,5
gonzaal02,7,1
hernara02,9,1.5
riceji01,9,3
jacksda04,11,-0.4
mullira01,10,1.9
kingje01,10,1.9
girarjo01,13,1
howelja02,7,0.5
ramirma02,12,4.1
renteed01,12,4.1
kennete02,14,0.8
kubelja01,9,1.2
izturma01,9,0.2
herndla01,11,0.9
fieldce01,7,3.7
pujolal01,13,1.5
gonzaad01,8,6.9
kuipedu01,12,0.2
maldoca01,10,3.4
evansdw01,16,4.8
pennicl01,10,0.3
posadjo01,8,4
luzingr01,14,2.3
guerrvl01,15,1.8
fuldsa01,7,-0.6
pacioto01,10,1.8
veryzto01,7,0.1
ethiean01,8,2.7
sweenmi01,10,1.3
romered01,13,-1.6
trammal01,9,3
reynoha01,10,0.9
templga01,9,0.7
pierzaj01,8,2.3
lakest01,8,-0.1
garciki01,7,-0.3
cabreas01,11,1.1
shoppke01,9,0
valenjo03,7,2
bruceja01,10,2.9
olivejo01,8,0.6
tollewa01,8,0.2
mcgrifr01,8,4.1
parrila02,11,0.4
brookhu01,12,0.2
ayalabe01,9,0.7
penage01,7,-0.1
maymi01,8,1.2
parenma01,11,0
sinatma01,7,-0.1
howarry01,8,1.2
gallemi01,13,-0.2
backmwa01,8,0.7
lagami01,9,0.1
renteed01,8,5.6
manrifr01,9,1.1
morenom01,10,-0.1
slaugdo01,14,0.2
brumlmi02,9,-0.4
stantle01,7,-1.6
brownde02,7,-0.6
duncama01,13,-1.1
puhlte01,15,-0.1
boonebo01,12,1.8
lemasjo01,7,0.4
merlolo01,9,-0.3
owenla01,7,0.3
avilemi01,9,-1.3
grissma02,12,-0.8
zobribe01,7,5.7
dentbu01,8,4
stearjo01,9,3.8
willaje01,11,0.1
ashbyal01,13,1.6
cruzjo01,8,4.8
bellira01,7,0.7
grubeke01,8,1.9
jacksch03,8,0
deshide01,9,1.7
burksel01,14,5
gedmari01,12,-1.1
walketo04,11,0.7
snowjt01,9,0.8
bosleth01,7,0.6
konerpa01,15,2.9
fieldpr01,12,-1.4
kentje01,7,4.5
rivermi01,13,-0.4
barajro01,8,1.1
martino01,7,0.3
castrju01,9,1.7
clarkto02,10,0.2
huntebr01,9,0.7
betemwi01,8,-0.3
jeffere01,9,-0.2
widgech01,12,-0.8
deshide01,8,4.2
joycema01,9,1.7
lairdge01,8,-0.6
aldremi01,9,0.3
vandejo02,13,0.9
weisswa01,14,1.2
salasma01,8,-0.9
davisjo02,10,-0.4
daviser01,16,0.1
fryeje01,8,-0.6
gilbe01,8,0.6
allenga01,7,-0.4
feldemi01,9,-1
youngjo02,11,0.8
princto01,15,0.7
desmoia01,8,2.7
vailmi01,9,0.4
simonra01,8,-1.9
roeniga01,10,1.2
sexsori01,8,0.3
clarkda05,12,0.6
varitja01,14,0.7
hunteto01,7,3.8
riverre01,14,0.1
foxan01,8,-1.3
raineti01,13,3.1
trevial01,7,1.7
garcino01,9,1.3
derosma01,15,-0.7
clarkda05,13,-1.1
hinsker01,9,0.3
oberkke01,14,-0.3
ransoco01,11,-0.2
liefeje01,7,-0.4
furcara01,7,4.3
biittla01,11,-0.7
castivi02,15,0.8
justida01,14,1.6
pryorgr01,7,0.6
guerrpe01,13,-0.1
cowenal01,12,0.6
sciosmi01,10,3
sandere02,8,2.4
thompro01,11,0.6
griffal01,10,0.9
hollima01,14,0
pettiga01,9,1.8
piazzmi01,8,4.3
clarkja01,13,5.4
surhobj01,9,2.9
drewjd01,7,8.3
glanvdo01,8,-0.2
hattesc01,11,-0.9
loneyja01,7,-1
claytro01,10,-0.4
balbost01,9,-0.1
hairsje01,11,1.3
lacyle01,9,4
dawsoan01,13,4.8
wilsoja02,9,3.7
trammal01,16,1
sandere02,7,2
turnech01,7,-0.1
mumphje01,13,0
anderma02,7,-0.9
podsesc01,8,0
matthga01,15,0.1
winfida01,10,3.5
roberbr01,12,-1.1
pujollu01,8,0
breamsi01,12,0.4
benedbr01,12,0.5
esaskni01,7,3.9
frymatr01,12,-1.1
ortizju01,11,-0.1
thomafr04,12,0
dunstsh01,10,-0.2
mclouna01,7,0
ausmubr01,11,0.4
bicheda01,7,1
ibanera01,7,1.5
hamilda02,7,0.3
hassero01,8,1.6
herndla01,13,0.9
martite01,9,0.1
matsuhi01,10,-1.3
virgioz02,9,1
mullira01,8,2.4
gonzalu01,13,3.3
hayesvo01,11,1.3
mcreyke01,9,1.1
balbost01,13,0.1
bordepa01,9,0.1
shavejo01,7,0.5
myersgr01,13,0.3
brognri01,7,-0.1
owenser01,7,-0.9
sundbji01,9,3.4
brownad01,7,-0.1
youklke01,7,5.4
kenneju01,7,1.1
haselbi01,10,0.4
barfije01,10,5.2
anderda02,9,-0.3
nolanjo01,7,-0.7
soriaal01,8,6.1
whitefr01,15,2.8
diazma02,8,0.6
guerrma01,8,-0.4
stewash01,12,0.1
coninje01,13,0.7
crispco01,10,2.7
grossgr01,8,0.3
hendrge01,9,2.8
diazal01,7,-0.7
hundlto01,8,3.8
baineha01,10,2.6
bellbu01,8,6.9
bellira01,15,-0.8
woodwch01,8,-1
olerujo01,8,2.5
janispa01,8,0.2
speiech01,15,-0.2
cordewi01,14,-0.8
thompja01,11,-0.2
ingebr01,10,2.3
bandoch01,7,-0.2
bartlja01,8,-0.1
edmonji01,8,6.3
hundlto01,9,-1.3
bondsba01,16,11.9
curtich01,9,0.3
tholejo01,8,-0.8
molinjo01,14,0.9
cantujo01,8,-0.9
reedje02,11,-0.9
kotsama01,8,4.6
mondera01,9,2.3
anderbr01,8,3
gimench01,9,0.7
howarth01,9,-0.4
washiro01,13,-0.1
dobbsgr01,9,-2.1
mosesjo01,8,-0.2
houstty01,8,0.3
northbi01,7,0.1
williea02,7,-0.5
berroan01,7,-0.1
cuddymi01,9,2.8
baineha01,14,2.4
driesda01,9,0.4
johnsni01,12,0
roystje01,12,-0.3
meoliru01,8,-0.3
youngch04,12,-0.4
mossbr01,10,0.8
flahejo01,8,1.7
mccanbr01,12,0.9
tettlmi01,12,2.5
howarth01,8,0.5
markani01,12,0.7
molitpa01,14,5.3
larkiba01,11,7.2
flynndo01,7,-0.3
hillko01,11,-0.6
harriwi01,9,0.1
kommibr01,7,1.5
alexama02,7,-1
javiest01,15,1.9
jacobmi02,8,-0.2
mathije01,9,-0.4
justida01,12,5.1
rodrise01,10,-0.4
iviemi01,7,1.2
sandere02,16,0.3
greenwi01,9,0.3
lagami01,8,0.1
boggswa01,15,3.4
maldoca01,13,-1.6
claytro01,12,1.3
alicelu01,8,2.3
cintral01,9,-0.6
jeffegr01,11,1.1
bloomwi01,7,1.3
rasmuco01,8,2.2
lakest01,11,0.1
javiest01,14,3.6
meoliru01,9,-0.1
cansejo01,11,2.6
hillaa01,12,1.2
palmera01,7,4.1
paquecr01,11,-0.5
lynnfr01,15,2.5
milleri01,11,0.5
manrifr01,10,-0.2
steinbi02,14,-0.2
leeca01,12,-2.2
spehrti01,9,0.6
jeffegr01,12,1.4
polanpl01,9,1.9
robinsh01,7,0.3
hendrge01,8,2.6
trevial01,9,2.1
phillbr01,16,0.8
clarkja01,9,3.8
molinbe01,12,-0.5
meyerda01,10,-1.2
benzito01,9,0.1
gonzalu01,11,4.2
rossco01,10,2
bellbu01,7,4.4
deazaal01,7,0
maldoca01,9,0.8
lopezja01,8,2.1
bellge02,8,0.8
lakest01,7,0.5
mabryjo01,8,-1.2
vaughgr01,13,2.1
guilljo01,12,-0.5
figgich01,9,1.2
olivomi01,10,0.3
youngjo02,9,-0.2
hillma01,13,-0.7
mathemi01,8,-0.5
durhara01,8,4.5
hairsje01,15,0.4
oglivbe01,10,6.5
romered01,14,-0.2
beltrca01,9,8.2
morriha02,11,0.4
whitede03,10,2.4
cairomi01,7,-0.1
coninje01,11,0.6
thomeji01,15,0.2
mcraebr01,9,2.6
avilaal01,7,-0.1
wilsojo03,11,0.1
mackoro01,7,0.7
rolensc01,7,6.5
maybica01,11,1.7
suzukic01,8,5.3
templga01,11,-0.8
johnsch04,12,0.1
martite01,10,-0.5
kleskry01,10,4.6
davisjo02,9,-1
morriha02,10,-0.5
martial03,12,-0.6
oberkke01,13,0.5
sorrepa01,11,-0.9
difelmi01,9,-0.4
mcraebr01,8,2.1
bardjo01,7,-0.3
abbotku01,9,0.2
nolanjo01,8,-0.3
blaloha01,7,0.9
keppije01,8,-0.3
valleda01,11,-0.1
edmonji01,10,6.7
ortizda01,14,2.8
damonjo01,14,4.1
bannial01,7,1.3
bennega01,8,-0.8
wilsojo03,10,0.4
grubbjo01,14,-0.1
snidetr01,8,0.9
morenom01,12,-1.4
jacobbr01,12,0.7
moranmi01,10,-1.1
redmomi01,7,-0.4
whitefr01,11,1.6
hairsje02,9,-0.5
ausmubr01,15,-0.3
ellsbja01,9,1.9
phillmi01,8,0
lemkema01,8,1.4
gutieri01,12,-0.8
infanom01,7,2
milnejo01,10,0.1
giambja01,8,7.1
mazzile01,13,-1.2
alexama02,15,-0.2
winnra01,7,4.2
ziskri01,10,0.6
mcgwima01,10,5.5
ellsbja01,8,3.3
snidetr01,7,2.1
hidalri01,9,0.6
gomesjo01,9,0.5
colemvi01,10,-1.6
gillaco01,9,1.1
greento02,8,0
cuddymi01,15,0.5
tarasto01,10,0.7
oglivbe01,13,2.6
lacyle01,16,0.1
braunst01,14,0.4
bruceja01,9,0.6
cabreas01,10,2.7
youngke01,12,-0.4
gaettga01,10,2.6
lampkto01,13,0.7
brumfja01,8,0.2
stairma01,14,1.1
burnije01,14,-0.7
pennicl01,9,0.4
bakopa01,10,-0.5
boonebr01,10,8.8
trillma01,10,0.1
gallada01,7,1
nadyxa01,9,3.5
bevacku01,9,0.4
herndla01,8,2
cuddymi01,14,1.2
hernajo01,9,1.9
ramirra01,10,-1
meyerda01,7,-0.5
rodrihe02,10,-0.2
pagemi02,8,0.2
zaungr01,7,1.1
cubbami01,8,-0.1
loftoke01,13,3.5
gipsoch01,8,0
beniqju01,7,2.7
boggswa01,11,2.1
crometr01,8,-0.2
estrajo01,8,-0.4
bradlmi01,10,0.3
martiti02,11,0.3
newhada01,7,-0.3
whitede03,15,0.6
choosh01,11,3.5
mumphje01,8,3.2
matthga01,10,2.5
choosh01,10,0.1
dyeje01,9,1.4
palmera01,11,4.4
willima04,15,1
martica01,9,0.8
santira01,7,0.9
larueja01,7,2.8
willige02,11,-0.5
lynnfr01,12,1.8
fermife01,9,-1.7
hendest01,8,0.6
stanlmi02,10,3
finlest01,7,1.5
baergca01,8,1.1
wallide01,9,0.6
blackti01,9,-0.4
cabremi01,8,6.5
stewach01,9,0.6
gonzawi01,7,0.4
redmati01,8,0.8
catalfr01,7,2.1
ziskri01,13,0
baergca01,9,-0.2
mazzile01,10,1.1
whitefr01,8,1.9
grossgr01,15,-0.1
hollato01,8,1.3
phillmi01,11,-0.2
hudlere01,11,0.8
avilemi01,10,-0.1
armasto01,11,-0.4
rossco01,11,2.5
webstmi01,9,-1
chavera01,11,0
stewach01,10,0.4
driesda01,14,0.5
wilkebr01,7,0.5
elsteke01,9,-0.5
iorgga01,8,1.8
mirabdo01,7,0.5
bannial01,10,-0.5
halech01,9,-0.2
molinya01,11,2.4
bowala01,16,0.1
lemonch01,10,6.2
zimmery01,11,0.7
riverre01,13,0.5
blowemi01,11,-0.1
tatisfe01,14,0
hallal02,8,-0.5
biggicr01,13,1.4
delluda01,12,-0.1
olerujo01,16,1.1
uptonju01,7,2.9
harpete01,8,-0.3
greensh01,7,6.4
cruzjo02,11,1
colesda01,9,-0.2
chalkda01,7,-1.6
nevinph01,11,-1.1
tejadmi01,14,0.6
desmoia01,9,-1.1
mathije01,8,0.9
dilonmi01,8,-0.1
sosasa01,14,5.7
willibe02,12,4.5
collilo01,7,0
joycema01,10,1.7
molinya01,12,1.4
easleda01,9,4
zimmery01,10,0.4
bellja01,16,0.4
gantnji01,15,1
catalfr01,11,0.9
anderga01,11,2
fordybr01,9,-0.2
servasc01,10,-0.9
martied01,15,4.8
johnsel02,7,-0.4
kenneju01,10,-0.3
hassero01,11,1.7
quirkja01,15,-0.3
hillko01,10,-0.3
chambch01,15,0.3
lampkto01,15,0.7
nilssda01,7,0.7
younger02,11,0.1
distebe01,9,-0.1
marreel01,8,2.3
lindeji01,7,0.2
mattido01,13,2.3
kinslia01,12,2.1
oestero01,12,0.1
jonesch06,13,4.1
ensbemo01,8,-0.2
aloumo01,16,3.4
dobbsgr01,10,-0.2
martiti02,13,1.4
thompro01,7,4
diazma01,7,0.5
kreutch01,14,1.3
flowety01,7,0.8
drewst01,11,1
griffal01,13,0.3
molinjo01,15,0
lacyle01,12,2.2
cancero01,10,0.1
swishst01,9,-0.2
barnesk01,10,0.3
howear01,12,-0.1
lobatjo01,9,-1
ryalma01,8,-0.1
porteda02,7,2.5
biittla01,14,-0.1
valenjo02,7,4.7
reedje02,16,0.2
dawsoan01,10,2.1
victosh01,8,3
bellda01,9,0.2
willige02,9,0.6
cruzjo02,7,3.1
footeba01,8,0.9
cabreor01,14,0.6
taubeed01,9,1.5
bicheda01,12,-2.3
rayjo01,7,1.3
vaughmo01,7,3.9
dunstsh01,15,0.1
quinthu01,8,0.3
furcara01,9,2
hamilda02,12,0.3
slaugdo01,10,2.3
soderer01,7,4.4
dickech01,7,0
smithse01,11,0.3
javiest01,10,1.3
morenom01,7,1
jeffegr01,7,5.1
myersgr01,8,0.4
pendlte01,11,0.1
larkiba01,7,5.6
vaughmo01,8,5.6
scottlu01,7,0.4
lankfra01,10,3.7
coraal01,10,0.6
lemasjo01,10,-1.3
matthga02,7,3
gutiefr01,13,-0.1
goodwto01,13,0.2
uribeju01,8,0.5
griffke02,7,3.3
thompry01,8,-0.2
moorech02,13,0.7
perezed01,13,0.4
jonesan01,15,1.9
barajro01,10,1.8
bilarda01,7,0.1
evereca01,7,5.8
bellira01,11,-1.2
roberbr01,13,0.8
sandede02,9,0.1
aikenwi01,9,-0.1
biggicr01,15,0.4
wallide01,13,1.2
bagweje01,9,7.4
peraljh01,8,2.6
jahajo01,10,-0.7
sosasa01,12,5.7
willibe02,10,5.2
wilforo01,8,1
scutama01,7,4.5
gilesbr02,10,3.7
ledeeri01,10,-0.1
oatesjo01,11,0.2
durhale01,10,-0.3
loneyja01,8,2.6
schmimi01,14,5
easleda01,11,0.5
posesc01,8,-0.6
estalbo02,8,0.6
fieldce01,11,0.6
heltoto01,16,0.1
grossgr01,11,0.3
bevacku01,8,-0.9
martivi01,10,3.2
salmoti01,10,1.2
anderbr01,14,-0.3
iviemi01,12,0
phelpke01,9,2.6
peraljh01,15,-0.3
scottdo01,9,-0.4
rebouje01,10,0.4
coraal01,13,-0.8
reedje03,7,-0.1
hundlni01,7,0.1
cummimi01,8,0.5
basske01,10,0.4
davisch01,8,0.3
bailobo01,8,1.9
greggto01,9,-0.6
diazbo01,11,2.4
kearnau01,9,0.9
mattido01,8,4.2
hernajo01,8,2.2
gantro01,14,2.1
sojolu01,11,0.7
johnscl01,12,1.9
mooresc02,7,0
ceronri01,16,0.9
vizcajo01,8,2.3
whitfte01,11,0.3
diazma01,8,0.8
venabma01,12,1
colemvi01,13,-0.3
burroje01,12,-0.3
whitalo01,9,4.5
hernajo01,7,1.1
hundlni01,8,1.8
vanslan01,13,0
headlch01,10,2.6
murphda05,10,5
bergmda01,10,2.1
whitede03,13,1.3
posadjo01,10,3.5
suzukku01,7,0.1
tinglro01,11,0.7
schmimi01,8,7.9
zimmery01,7,1.9
lindad01,11,-0.3
chaveer01,16,0.1
hrbekke01,11,2.7
berkmla01,14,0.5
marshmi02,8,2.4
seguida01,7,1.1
bartoda02,8,0
grebecr01,12,-0.8
michaja01,8,-0.7
carroja01,12,-0.9
nixontr01,13,0.1
mattido01,12,2.7
grievto01,7,1.3
washiul01,11,0
shelbjo01,11,-0.5
stinnke01,13,-0.3
bumbral01,11,1.5
morriha02,7,2.2
whitede03,14,3.7
wilsoja02,11,1.3
molinbe01,8,2.4
langery01,9,1.2
parrage01,8,-2.7
dernibo01,7,-0.5
bondsba01,10,7.5
taverwi01,7,-0.3
andinro01,9,-0.3
mauerjo01,13,2.3
jonesan01,12,3
molinya01,8,2.8
herrto01,7,5.6
moorech02,7,2
girarjo01,15,-0.4
sweenmi01,8,5
cuddymi01,11,1.9
yountro01,13,2.9
almonbi01,7,-0.7
leetr01,9,-0.1
baergca01,10,-0.8
lavalmi01,8,1.5
randlle01,10,1.4
chambch01,9,1.8
bochtbr01,11,0.3
sundbji01,16,0.6
harriwi01,11,-1.2
ramirma02,8,4.8
garcino01,7,6.8
dwyerji01,15,1.5
bowala01,9,5.7
catalfr01,14,-0.4
cabreor01,11,4.2
davanje02,9,-0.3
tejadmi01,7,4.9
crispco01,8,1.4
werthja01,7,3.7
burleri01,13,0.9
choosh01,7,1.7
pendlte01,10,2.3
mcgeewi01,7,2.8
blowemi01,9,0.6
jeffegr01,8,1.9
myersgr01,7,-0.3
belleal01,8,5.6
surhobj01,15,0.6
gonzaal02,15,0.2
melenlu01,8,0
carrch02,8,0.6
penaca01,12,0.6
javiest01,11,3.4
stubbdr01,7,0.1
clarkto02,8,-1
johnsma01,7,0.3
hurdlcl01,10,-0.3
tatisfe01,7,-1.6
bournmi01,7,6.1
ordonma01,12,2.1
coopece01,10,6.8
blowemi01,10,-0.3
evereca01,14,-0.6
thomago01,14,-0.8
hernajo01,16,0.2
wardga01,11,0
herrejo03,8,-0.5
nilssda01,8,2.6
garcida01,11,-0.7
washiul01,7,1.1
moraljo01,8,1
nixla01,10,0.1
husonje01,8,0.2
gantro01,16,1.9
lefloro01,8,0.8
hernaca01,9,0.4
deckest01,10,0
molinbo01,9,-0.1
loducpa01,11,-0.8
lansfca01,11,3
caminke01,10,7.6
olivomi01,8,1.4
wynegbu01,13,0.5
reynoma01,10,1.6
burnije01,7,3.4
officro01,12,-0.1
murphdw01,8,2.9
ramirha01,13,-0.3
mcgwima01,16,0.3
wellmbr01,8,0.5
kempma01,12,-1.3
brantmi02,9,2.1
cabreev01,7,-0.9
cartejo01,14,-0.5
cashke01,7,-0.1
floydcl01,16,0.9
cordoma01,8,0.5
ariasal01,10,0.1
delgawi01,8,-0.2
herrejo03,7,-0.1
hernaca01,8,0.9
castrju01,7,-2
gimenhe01,7,0.1
alexama01,7,0.5
gardnbr01,10,4.9
fickro01,9,-0.5
strando01,8,-0.1
diazbo01,7,2.2
vandejo02,11,0.5
martivi01,13,5.5
taubeed01,8,1.4
tejadmi01,11,2.3
cabremi01,15,-0.8
gibsoki01,10,6.5
izturce01,13,0.4
gallada01,8,-0.1
uribejo01,8,0.7
cabreor01,7,3.7
quirogu01,7,0
belliro01,11,1.4
mosebll01,9,1.9
valenjo02,8,1
reedje02,15,1.5
daviser01,7,3.2
kellyro01,10,1.2
engleda01,7,0.1
chambch01,8,3.1
lowenjo01,11,1
daultda01,9,-0.2
jacksda03,7,4.4
auerbri01,11,-0.5
butlebr01,15,1.6
dorsebr01,10,-0.4
wohlfji01,12,0.8
taubeed01,7,-0.1
bowala01,10,1.5
hargrmi01,8,3.1
reedje02,14,2.1
thompmi02,9,2.1
martivi01,14,-1.6
cartega01,11,7.4
vaughmo01,9,1.8
schmimi01,7,6.2
griffke01,8,3.8
lankfra01,9,6.2
dunstsh01,13,1.2
ceyro01,13,1.7
bernido01,7,0.1
tysonmi01,10,-0.8
bevacku01,15,-0.4
bicheda01,10,0.2
hamilda02,10,0.5
barremi01,9,2.4
fasansa01,10,0.8
dunstsh01,14,-0.9
cervefr01,9,1.6
singlke01,12,1.2
ramirma02,10,6
lankfra01,8,5.2
chapmke01,7,-0.6
bicheda01,11,1
vaughgr01,7,-0.4
gomesjo01,7,1
tulowtr01,8,5.3
hamilda02,11,4.6
bernido01,8,0
parkeda01,12,1
scottto01,8,0.9
snowjt01,13,3.3
derosma01,7,-1.1
kingemi01,11,-2
alicelu01,14,0.3
steinte01,10,2.6
bagweje01,7,7.7
grissma02,16,0.6
squirmi01,11,0
jacksro02,9,0.2
castilu01,13,-0.4
butlero01,7,-0.2
collida02,12,1.4
whitter01,9,1.7
jonesan01,8,4.9
francte01,7,-0.9
phillto02,15,3.2
parrila01,8,0
perezne01,11,0.5
greensh01,14,-0.9
dwyerji01,11,1.1
ashlebi01,7,0.2
daughja01,7,-0.4
lewisma01,10,-0.5
tablepa01,9,-2.3
goodwda01,8,-0.3
bagweje01,8,6.3
naehrti01,7,3.6
grubbjo01,8,1
gloadro01,9,-0.7
wohlfji01,9,0.6
ortizda01,11,6.4
bartlja01,11,-0.2
whitero02,13,1.7
crispco01,14,-0.7
puckeki01,8,4.3
torreru01,8,0.7
vottojo01,11,7.5
nolanjo01,14,-0.4
ramosdo01,7,-0.7
seguida01,15,0.1
gibsoki01,7,5.4
bradlmi01,12,-0.1
spiezsc01,9,-0.8
braggda01,11,0.5
gladdda01,9,0.8
murraed02,13,2
lowenjo01,14,1.8
fischmi01,9,0.1
alfoned01,10,0.5
thompmi02,13,-1.1
roselda01,8,0.5
brettge01,10,6
polonlu01,14,0.1
morriji01,11,1.4
treanma01,8,0.4
hillgl01,8,1.5
paytoja01,8,2.1
hartco01,9,1.9
piazzmi01,7,6.2
amarari01,10,-0.2
crispco01,13,1
pearcst01,10,2.3
mcclasc01,8,-0.2
sandere02,9,4.1
myersgr01,12,0.6
richach01,10,-0.5
petitgr01,9,-0.1
mackape01,8,1.1
finlest01,13,0.9
higgibo02,7,3.4
nettlji01,12,0
saenzol01,8,0
garcida01,8,1.5
pendlte01,15,-0.7
redusga01,7,1.5
pauljo01,8,0.2
haselbi01,9,0.5
lopezja01,15,-0.6
stegmda01,7,0.3
brognri01,8,0.2
cruzde01,9,0.1
officro01,9,0.9
brunato01,12,1.4
wilsoda01,11,1.6
tulowtr01,7,0.4
lansfca01,8,0.6
wynegbu01,10,2.4
myersgr01,11,0.5
porteda02,12,2.7
moraljo01,11,0.2
maldoca01,14,0
vizcajo01,16,0.4
murphdw01,11,1.2
pendlte01,14,-0.1
cartejo01,10,2.5
womacto01,11,-1.8
youngdm01,9,1.7
bosetri01,7,0
haselbi01,8,-0.3
fletcsc01,15,-0.2
colemvi01,9,0.2
blankla01,7,0.3
jasojo01,8,0.9
vukovjo01,12,-0.2
leeca01,9,2.3
steinbi02,8,0.4
howelro02,11,0.2
randowi01,10,3.2
matthga02,11,-0.1
pridecu01,14,0.3
kingemi01,7,-0.3
hanseda01,16,-0.1
phillbr01,9,3.9
hundlto01,10,-0.1
garneph01,10,3.5
templga01,16,-1.3
dwyerji01,8,0.6
penato01,8,-1.1
thomago01,9,3.1
diazal01,8,-0.5
grudzma01,12,3.2
nixonot01,13,1.3
almonbi01,14,-0.2
tuckemi01,8,0.6
kaplega01,11,2
willima04,9,4.6
burleri01,8,4.5
jasojo01,7,1.6
blanche01,10,0.5
wathajo01,9,-0.9
kendaja01,13,2.9
izturce01,12,-0.6
wellsve01,10,2
phillto02,11,5
cedenro01,9,-0.7
schofdi02,13,0.2
morneju01,8,4.7
robinke02,9,-0.5
flahejo01,7,-0.7
hillma01,7,0.2
valleda01,10,3.4
scottto01,11,-0.2
sandopa01,9,-0.2
speiech01,8,3.1
puhlte01,8,3
gimenhe01,8,0.3
alexama02,8,0.2
smithma03,10,-0.4
woodsga01,9,0.1
canizja01,7,-0.4
mientdo01,11,1.2
mercaor01,7,-0.2
grievto01,10,-0.1
saxst01,8,2.1
webstle01,12,-0.8
wilsopr01,7,-1.1
willaje01,7,-0.1
patteco01,7,4.2
howarth01,10,0.3
yountro01,8,4.9
francje02,12,0.5
lecroma01,7,0
ceyro01,10,5
griffke01,11,2.5
mclouna01,10,-0.7
wiggity01,7,2.2
nixla01,11,-0.7
whitede03,9,6.2
elsteke01,12,0
murphda05,13,3.1
ingebr01,7,2.2
prattto02,13,0.3
helmswe01,7,-1.8
penaca01,13,-0.5
castrra01,10,0.4
karroer01,14,-0.7
hendeda01,7,0.4
wilsojo03,7,0.2
grievto01,9,-0.3
spehrti01,8,0
jeffegr01,13,-1.4
lawtoma02,12,-0.2
bournmi01,8,2.3
rodriiv01,13,4.5
johnske05,12,0.4
camermi01,14,3.1
speiech01,9,1
nortogr01,13,0.2
